Name,Team,POS,ADP,PA,mRBI,mR,mSB,mHR,mOBP,mSLG,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Oneil Cruz","PIT","SS/OF",43.06999969482422,587,1.13843956973479,1.7106509445220415,3.145255779561807,1.5902375234217925,-1.1173171374837239,1.1978099792020247,7.665076658958731,9.387427378497652,18.05250403745638,"Oneil Cruz","21711",665833
"Jackson Chourio","MIL","OF",16.700000762939453,605,2.3474019446743988,1.7106509445220415,5.489248679919665,-0.590659651556641,-1.7449759653698123,-0.5333831306896809,6.67828282149997,10.088234621966034,17.766517443466004,"Jackson Chourio","28806",694192
"Marcell Ozuna","ATL","DH",72.83000183105469,588,3.0727793696381633,0.06708435076557484,-3.2170106642666676,4.316358992144835,0.487926538387733,2.241288320589668,6.968426907259306,9.387427378497652,17.35585428575696,"Marcell Ozuna","10324",542303
"Michael Harris II","ATL","OF",38.20000076293945,560,-0.07052280520481852,1.241060489163051,1.4709751364490502,-0.590659651556641,1.026236795413339,3.135800625477605,6.212890589741585,10.088234621966034,17.30112521170762,"Michael Harris II","25931",671739
"Salvador Perez","KCR","C/1B/DH",74.26000213623047,557,1.3802320447227117,-4.159229747465339,-3.5518667928892196,1.5902375234217925,-2.104859669925981,0.6930803698187463,-6.1524062723172905,22.39192163958037,17.239515367263078,"Salvador Perez","7304",521692
"Ian Happ","CHC","OF",133.85000610351562,634,1.3802320447227117,2.180241399881032,0.13155062195884498,0.49978893593257573,1.889849450647525,-0.7018650291140188,5.379797424028671,10.088234621966034,16.468032045994704,"Ian Happ","17919",664023
"Spencer Steer","CIN","1B/OF",135.1699981689453,643,2.58919441966232,0.5366748061245653,2.1406873936941526,-0.04543535781203262,1.175331473015173,-1.0735640344735262,5.322888700210653,10.088234621966034,16.411123322176685,"Spencer Steer","26323",668715
"Jackson Merrill","SDP","OF",25.649999618530273,600,2.3474019446743988,1.0062652614835559,1.4709751364490502,-0.04543535781203262,-1.1098488741410542,1.6099728801902986,5.279330990844217,10.088234621966034,16.367565612810253,"Jackson Merrill","29490",701538
"Yainer Diaz","HOU","C/DH",58.33000183105469,552,1.13843956973479,-1.811277470670387,-3.2170106642666676,-1.1358839453012495,-2.4298914788830266,0.26498203635454626,-7.190641953031995,22.39192163958037,16.201279686548375,"Yainer Diaz","23003",673237
"Adley Rutschman","BAL","C/DH",64.80999755859375,579,-1.2794851801444271,-0.8720965599524061,-2.882154535644117,-2.226332532790466,1.9244307569951067,-1.8610063702700177,-7.196644421806326,22.39192163958037,16.19527721777404,"Adley Rutschman","26288",668939
"Adolis García","TEX","OF/DH",152.91000366210938,598,3.3145718446260855,1.0062652614835559,0.4664067505813963,3.7711346984002265,-4.1565756108483285,0.39729655448857243,4.799099498731508,10.088234621966034,15.887334120697544,"Adolis Garcia","19287",666969
"Marcus Semien","TEX","2B",99.33000183105469,670,1.8638169946985548,5.702169815073461,-0.5381616352862576,1.0450132296771841,-1.4495466205319045,-2.0584947900872472,4.564796993543791,9.808325998126353,15.373122991670144,"Marcus Semien","12533",543760
"Seiya Suzuki","CHC","OF/DH",85.55999755859375,561,-0.7959002301685837,-0.16771087691392042,0.13155062195884498,-0.04543535781203262,3.1128046319348104,2.0149749222811475,4.250283711280266,10.088234621966034,15.338518333246302,"Seiya Suzuki","30116",673548
"Isaac Paredes","HOU","3B",194.25999450683594,598,3.5563643196140067,-1.1068917876319013,-3.2170106642666676,2.135461817166401,2.1006384776018594,-0.05246589856949344,3.4160962639142047,10.025000607396532,14.441096871310735,"Isaac Paredes","20036",670623
"Randy Arozarena","SEA","OF",136.5399932861328,628,-0.7959002301685837,2.180241399881032,3.480111908184358,-0.590659651556641,1.8848706084190807,-2.8835366779535305,3.2751273568057155,10.088234621966034,14.363361978771751,"Randy Arozarena","19290",668227
"Bryan Reynolds","PIT","OF/DH",97.93000030517578,644,2.105609469686477,0.30187957844507013,-0.8730177639088089,-0.04543535781203262,1.5772647472615935,-0.4762677166952434,2.5900329569770557,10.088234621966034,13.67826757894309,"Bryan Reynolds","19326",668804
"Zach Neto","LAA","SS",194.6300048828125,554,-0.07052280520481852,-0.6373013322729109,4.149824165429461,-0.04543535781203262,-0.18454186955436724,-0.07269784638387435,3.1393249542014563,9.387427378497652,13.526752332699107,"Zach Neto","31347",687263
"Josh Naylor","ARI","1B",104.30000305175781,582,4.7653266945536155,-2.0460726983498825,-1.2078738925313601,0.49978893593257573,0.0016235355092742237,0.5448304192087893,2.5576229943230127,9.892440878244738,13.45006387256775,"Josh Naylor","18839",647304
"Logan O'Hoppe","LAA","C",134.44000244140625,487,-3.2138249800478005,-3.2200488367473588,-2.882154535644117,0.49978893593257573,-1.04068626144589,-0.6178913513959146,-10.474817029348506,22.39192163958037,12.917104610231863,"Logan O'Hoppe","24729",681351
"Jake Burger","TEX","1B/3B/DH",116.11000061035156,562,3.798156794601929,-1.3416870153113967,-3.2170106642666676,4.861583285889442,-4.667772824869023,2.4271378232694216,1.8604073993137051,10.025000607396532,12.885408006710236,"Jake Burger","22275",669394
"Riley Greene","DET","OF/DH",108.41000366210938,565,-1.0376927051565052,1.241060489163051,-1.8775861497764628,-0.590659651556641,2.5545790059954205,1.1768619454978988,1.4665629341667616,10.088234621966034,12.554797556132797,"Riley Greene","25976",682985
"Hunter Goodman","COL","C/OF",337.7799987792969,460,-0.5541077551806619,-4.159229747465339,-2.882154535644117,-0.04543535781203262,-4.271088982102581,1.0402509120254226,-10.87176546617931,22.39192163958037,12.520156173401059,"Hunter Goodman","29715",696100
"Matt Wallner","MIN","OF",272.70001220703125,561,1.3802320447227117,-1.3416870153113967,-1.8775861497764628,1.0450132296771841,1.1875079893347524,0.8774977007190198,1.270977799365809,10.088234621966034,12.359212421331844,"Matt Wallner","26466",670242
"Matt McLain","CIN","2B/SS",96.87000274658203,536,-0.07052280520481852,-0.6373013322729109,2.1406873936941526,-1.1358839453012495,1.2469835068245623,0.4103676434055382,1.954330461145274,9.387427378497652,12.341757839642925,"Matt McLain","29695",680574
"Willy Adames","SFG","SS",93.23999786376953,645,1.8638169946985548,1.241060489163051,0.8012628792039477,1.0450132296771841,-1.630733183367095,-1.3707800215831851,1.9496403877924575,9.387427378497652,12.33706776629011,"Willy Adames","15986",642715
"Spencer Torkelson","DET","1B",449.760009765625,655,2.105609469686477,3.1194223105990133,-2.882154535644117,3.2259104046556177,-2.6653041277280547,-1.5573456101526788,1.346137911416257,9.892440878244738,12.238578789660995,"Spencer Torkelson","27465",679529
"Jose Altuve","HOU","2B",60.810001373291016,584,-1.7630701301202703,2.8846270829195175,1.1361190078264989,-1.1358839453012495,1.0461521643271228,-1.076428378032496,1.0915158016191238,9.808325998126353,11.899841799745477,"Jose Altuve","5417",514888
"Cody Bellinger","NYY","1B/OF/DH",103.11000061035156,556,1.3802320447227117,1.0062652614835559,0.13155062195884498,-0.590659651556641,-1.0628204622223583,-0.16526455477888352,0.6993032596072296,10.088234621966034,11.787537881573266,"Cody Bellinger","15998",641355
"CJ Abrams","WSN","SS",50.650001525878906,598,-1.2794851801444271,2.180241399881032,6.82867319440987,-1.6811082390458576,-2.5538213560910976,-2.1936736517802435,1.3008261672292758,9.387427378497652,11.688253545726926,"CJ Abrams","25768",682928
"Paul Goldschmidt","NYY","1B",177.1699981689453,587,1.3802320447227117,0.06708435076557484,-0.5381616352862576,1.0450132296771841,-0.6359929768337095,-0.6107304924984946,0.707444520547009,9.892440878244738,11.599885398791747,"Paul Goldschmidt","9218",502671
"Ezequiel Tovar","COL","SS",128.85000610351562,651,3.3145718446260855,1.7106509445220415,-1.2078738925313601,1.0450132296771841,-4.997512886802978,0.9808056974601541,0.8456549369511279,9.387427378497652,11.23308231544878,"Ezequiel Tovar","24064",678662
"Brandon Nimmo","NYM","OF",187.3699951171875,622,-1.0376927051565052,2.4150366275605273,-0.5381616352862576,-1.1358839453012495,2.681268893569252,-2.250072979884936,0.1344942555008313,10.088234621966034,11.222728877466867,"Brandon Nimmo","12927",607043
"Alex Bregman","BOS","3B",128.3300018310547,625,1.6220245197106333,1.7106509445220415,-2.882154535644117,0.49978893593257573,0.43840870535481147,-1.2796454849676608,0.1090730849082847,10.025000607396532,11.134073692304815,"Alex Bregman","17678",608324
"Christian Walker","HOU","1B",95.4800033569336,552,1.8638169946985548,-0.8720965599524061,-2.2124422783990143,2.6806861109110094,-1.707905237908005,0.0943518802609786,-0.15358909038888233,9.892440878244738,10.738851787855856,"Christian Walker","13419",572233
"Matt Chapman","SFG","3B",129.64999389648438,597,-1.7630701301202703,1.7106509445220415,-0.5381616352862576,1.0450132296771841,-0.22659143924461897,-0.536247474248646,-0.30840650470056724,10.025000607396532,10.716594102695964,"Matt Chapman","16505",656305
"Colton Cowser","BAL","OF",168.9600067138672,559,-0.31231528019274024,1.9454461722015368,-0.8730177639088089,-1.1358839453012495,1.34628976214194,-1.4524238987304534,-0.4819049537897751,10.088234621966034,10.606329668176262,"Colton Cowser","29591",681297
"Connor Norby","MIA","3B",274.30999755859375,612,-0.07052280520481852,4.058603221316995,-0.20330550666370628,-0.590659651556641,-1.898778895948556,-1.9131091830362552,-0.6177728210929835,10.025000607396532,10.407227786303547,"Connor Norby","29592",681393
"Tyler Stephenson","CIN","C",154.97999572753906,475,-3.455617455035722,-2.9852536090678634,-3.2170106642666676,-3.316781120279683,1.0359238906186927,-1.2339874452090982,-13.172726403240343,22.39192163958037,10.219195236340028,"Tyler Stephenson","17988",663886
"Tyler O'Neill","BAL","OF",200.38999938964844,447,-2.246655080096114,-1.576482242990892,-1.5427300211539114,1.5902375234217925,0.3709237460192623,2.435912396847928,-0.9687936779519346,10.088234621966034,10.1194409440141,"Tyler O'Neill","15711",641933
"Mark Vientos","NYM","3B",100.43000030517578,560,2.58919441966232,-1.576482242990892,-3.5518667928892196,2.6806861109110094,-2.3430323291367627,1.2520610496374922,-0.9494397848060524,10.025000607396532,10.075560822590479,"Mark Vientos","22184",668901
"Agustin Ramirez","MIA","C",999,509,-3.2138249800478005,-2.2808679260293774,-0.20330550666370628,-2.226332532790466,-2.6260145684035634,-2.8899814509612103,-13.440326964896126,22.39192163958037,9.951594674684243,"Agustin Ramirez","sa3009276",682663
"Dalton Rushing","LAD","C",999,468,-1.2794851801444271,-4.394024975144835,-3.2170106642666676,-1.6811082390458576,-0.8149607078062159,-2.3909805286958665,-13.777570295103873,22.39192163958037,9.614351344476496,"Dalton Rushing","sa3019892",687221
"Francisco Alvarez","NYM","C",153.5399932861328,437,-2.730240030071957,-4.863615430503826,-3.2170106642666676,-0.590659651556641,-1.9637744341698866,-0.7147545751293738,-14.080054785698353,22.39192163958037,9.311866853882018,"Francisco Alvarez","26121",682626
"Christian Yelich","MIL","OF/DH",121.69000244140625,493,-4.180994879999488,-0.16771087691392042,3.145255779561807,-3.316781120279683,3.777534187282706,-1.2896706874240507,-2.0323675977726285,10.088234621966034,9.055867024193407,"Christian Yelich","11477",592885
"Christopher Morel","TBR","2B/3B/DH",270.3699951171875,583,0.8966470947468684,-0.16771087691392042,-0.5381616352862576,2.135461817166401,-2.886321428390813,-1.4126760889914318,-1.9727611176691537,9.808325998126353,8.835564880457202,"Christopher Morel","21897",666624
"Kristian Campbell","BOS","2B/SS/OF",999,509,-0.31231528019274024,-0.4025061045934157,0.8012628792039477,-3.8620054140242916,2.4278891184215894,-0.803024768185928,-2.1506995693708384,9.808325998126353,8.657626428755515,"Kristian Campbell","sa3023011",692225
"Andy Pages","LAD","OF",413.30999755859375,546,-0.07052280520481852,0.5366748061245653,-2.5472984070215654,0.49978893593257573,-1.2315599194864346,0.2064344505806286,-2.6064829390750486,10.088234621966034,8.481751682890987,"Andy Pages","24816",681624
"Lawrence Butler","OAK","OF",66.9800033569336,545,-1.0376927051565052,0.06708435076557484,2.1406873936941526,-0.590659651556641,-2.5961415150328846,-0.8739273569870666,-2.8906494842733697,10.088234621966034,8.197585137692666,"Lawrence Butler","22542",671732
"Vinnie Pasquantino","KCR","1B/DH",114.3499984741211,535,0.8966470947468684,-3.2200488367473588,-3.2170106642666676,0.49978893593257573,0.20245487800671383,2.106825544786412,-2.731343047541456,9.892440878244738,8.161097830703282,"Vinnie Pasquantino","27676",686469
"J.T. Realmuto","PHI","C",140.72000122070312,442,-4.906372304963252,-4.394024975144835,-1.2078738925313601,-3.316781120279683,-0.916756384237819,-0.6019559189199885,-15.343764596076934,22.39192163958037,8.048157043503434,"J.T. Realmuto","11739",592663
"Nolan Gorman","STL","2B",351.4100036621094,511,-0.07052280520481852,-1.3416870153113967,-1.5427300211539114,3.2259104046556177,-3.506782582185773,0.22308596894629956,-3.012726050253983,9.808325998126353,7.79559994787237,"Nolan Gorman","22263",669357
"Michael Busch","CHC","1B",258.29998779296875,577,-0.7959002301685837,1.4758557168425464,-2.882154535644117,-0.04543535781203262,0.15791588720223648,-1.0409770836319243,-3.130695603211874,9.892440878244738,7.7617452750328635,"Michael Busch","26319",683737
"Brenton Doyle","COL","OF",76.41000366210938,550,-0.7959002301685837,-0.16771087691392042,3.8149680368069094,-1.1358839453012495,-3.4769095288151006,-1.7308401098052113,-3.492276654197156,10.088234621966034,7.5959579677688795,"Brenton Doyle","25479",686668
"Pete Crow-Armstrong","CHC","OF",137.75999450683594,537,-1.7630701301202703,1.0062652614835559,6.82867319440987,-3.316781120279683,-3.6506278283076217,-2.6079848104377423,-3.5035254332518915,10.088234621966034,7.584709188714143,"Pete Crow-Armstrong","27769",691718
"Alec Bohm","PHI","3B",176.9600067138672,607,1.6220245197106333,-0.6373013322729109,-2.2124422783990143,-2.7715568265350745,0.9047963393194932,-0.4220166462597758,-3.516496224436649,10.025000607396532,7.508504382959882,"Alec Bohm","21618",664761
"Jackson Holliday","BAL","2B",224.92999267578125,591,-1.7630701301202703,6.641350725791441,-0.5381616352862576,-3.316781120279683,0.7310780398269658,-5.216322620961973,-3.461906741029778,9.808325998126353,7.346419257096576,"Jackson Holliday","31781",702616
"Willson Contreras","STL","C/DH",76.5,422,-5.631749729927018,-5.333205885862816,-2.2124422783990143,-2.7715568265350745,1.1523855044840943,-1.2946832886522455,-16.091252504892072,22.39192163958037,7.300669134688296,"Willson Contreras","11609",575929
"Heliot Ramos","SFG","OF",208.6300048828125,583,0.6548546197589465,-0.4025061045934157,-1.2078738925313601,-0.04543535781203262,-2.003063993494378,-1.0388288259626994,-4.042853554634939,10.088234621966034,7.045381067331096,"Heliot Ramos","22515",671218
"Joc Pederson","TEX","DH",322.79998779296875,429,-2.972032505059879,-3.4548440644268537,-2.2124422783990143,0.49978893593257573,2.281283861933981,2.5082471574285514,-3.34999889259064,9.387427378497652,7.037428485907012,"Joc Pederson","11899",592626
"Michael Toglia","COL","1B",196.55999755859375,563,-0.07052280520481852,-0.6373013322729109,-1.2078738925313601,2.135461817166401,-3.0625291489975663,-1.3396252425210682,-4.1823906043613235,9.892440878244738,6.7100502738834145,"Michael Toglia","25845",669911
"Lane Thomas","CLE","OF",177.07000732421875,561,-1.5212776551323488,-0.16771087691392042,3.480111908184358,-1.6811082390458576,-2.1817611352153494,-2.3274203416937542,-4.3991663398168726,10.088234621966034,6.6890682821491625,"Lane Thomas","16939",657041
"Nathaniel Lowe","WSN","1B",261.1499938964844,607,-1.2794851801444271,-1.1068917876319013,-2.5472984070215654,-1.6811082390458576,4.033403383544589,-1.7467755422811426,-4.328155772580305,9.892440878244738,6.564285105664432,"Nathaniel Lowe","19566",663993
"Jack Suwinski","PIT","OF",660.8099975585938,509,-2.0048626051081917,-2.750458381388368,0.4664067505813963,0.49978893593257573,-0.8619891197249117,-0.13267760393727696,-4.783792023644776,10.088234621966034,6.304442598321259,"Jack Suwinski","22244",669261
"Anthony Volpe","NYY","SS",141.91000366210938,645,-0.5541077551806619,1.9454461722015368,5.154392551297114,-2.7715568265350745,-3.476638939563559,-4.6884967202053405,-4.390961517985984,9.387427378497652,5.996465860511667,"Anthony Volpe","27647",683011
"Samuel Basallo","BAL","C/1B",999,545,-2.488447555084036,-2.5156631537088727,-1.5427300211539114,-3.316781120279683,-3.479398949929319,-4.079561485289581,-17.422582285445404,22.39192163958037,5.9693393541349655,"Samuel Basallo","sa3015716",694212
"Taylor Ward","LAA","OF",183.19000244140625,570,-1.5212776551323488,-0.6373013322729109,-1.8775861497764628,-0.04543535781203262,0.23232793137738614,-1.3396252425210682,-5.188897806137437,10.088234621966034,5.899336815828599,"Taylor Ward","17548",621493
"Ozzie Albies","ATL","2B",67.5199966430664,516,-0.7959002301685837,-0.6373013322729109,-0.20330550666370628,-1.6811082390458576,-1.9784403716036911,0.14931903658619108,-5.146736643168558,9.808325998126353,5.661589354957796,"Ozzie Albies","16556",645277
"Sean Murphy","ATL","C",216.05999755859375,417,-4.66457982997533,-6.272386796580797,-3.5518667928892196,-2.226332532790466,-0.37595670609799453,-0.6793032807288069,-17.770425939062612,22.39192163958037,5.621495700517758,"Sean Murphy","19352",669221
"Ryan Jeffers","MIN","C/DH",234.6699981689453,410,-4.906372304963252,-5.802796341221806,-2.882154535644117,-2.226332532790466,-1.3460732907406865,-0.7169028327985988,-17.880631838158926,22.39192163958037,5.511289801421443,"Ryan Jeffers","24618",680777
"Jorge Soler","LAA","OF/DH",217.27999877929688,515,-2.0048626051081917,-1.1068917876319013,-3.2170106642666676,1.5902375234217925,-0.9364011639000615,-0.3185271066170355,-5.993455804102066,10.088234621966034,5.09477881786397,"Jorge Soler","14221",624585
"Bo Naylor","CLE","C",289.07000732421875,451,-4.906372304963252,-3.9244345197858443,-1.5427300211539114,-2.7715568265350745,-2.2738697164415993,-3.1560426590087474,-18.57500604788843,22.39192163958037,4.816915591691941,"Bo Naylor","21865",666310
"Christian Encarnacion-Strand","CIN","1B",248.02000427246094,471,0.17126966978310318,-2.9852536090678634,-2.5472984070215654,-0.04543535781203262,-2.2564437686420407,1.4885811933040038,-6.174580279456395,9.892440878244738,4.717860598788342,"Christian Encarnacion-Strand","30011",687952
"Nick Castellanos","PHI","OF",177.47999572753906,594,1.13843956973479,-0.8720965599524061,-1.5427300211539114,-0.590659651556641,-3.1170258242589317,-1.4662110735371594,-6.450283560724259,10.088234621966034,4.637951061241775,"Nick Castellanos","11737",592206
"Luis Robert Jr.","CHW","OF",85.66999816894531,489,-2.488447555084036,-2.5156631537088727,2.8103996509392553,-0.590659651556641,-3.2041555632567302,-0.541976161366581,-6.530502434033606,10.088234621966034,4.55773218793243,"Luis Robert Jr.","20043",673357
