Name,Team,POS,ADP,PA,mRBI,mR,mSB,mHR,mOBP,mSLG,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Pete Alonso","NYM","1B",50.7599983215332,659.219,5.230467951390486,2.6474033083326884,-2.275662793605426,6.382331987455606,0.3299318154694113,2.796183560414938,15.110655829457704,12.16676348494805,28.277419314405755,"Pete Alonso","19251",624413
"Matt Olson","ATL","1B",38.36000061035156,665.094,5.043137522493671,3.3731884223735853,-3.0327795465153824,4.94162630087652,2.3047649199631794,2.4716204306933363,15.10155804988491,12.16676348494805,28.268321534832957,"Matt Olson","14344",621566
"Jarren Duran","BOS","OF",21.709999084472656,645.89,0.8576292047972496,4.593150493928301,6.102009089483049,-0.283553159148584,1.1812039753547292,1.4833769335970746,13.93381653801182,12.065929641525365,26.999746179537187,"Jarren Duran","24617",680776
"Ketel Marte","ARI","2B/DH",32.58000183105469,613.899,4.370215081382054,2.6452441272587883,-1.4462588624447574,2.3064196716313843,4.298087670396453,3.924470029133858,16.09817771735778,9.793977361918731,26.892155079276513,"Ketel Marte","13613",606466
"Oneil Cruz","PIT","SS/OF",42.75,613.046,2.6974495444748094,2.908232382059888,3.318808659551775,3.0062793040562887,-0.526402749720411,2.2660848077905777,13.67045194821293,12.044211123935762,26.714663072148692,"Oneil Cruz","21711",665833
"Freddie Freeman","LAD","1B",25.8700008392334,636.944,2.4243881285429025,3.0800753351414256,0.3427821036358297,-0.023975972069148848,5.672676968944993,1.7446872145309444,13.240633778726947,12.16676348494805,26.407397263674994,"Freddie Freeman","5361",518692
"Brent Rooker","OAK","DH",66.44999694824219,602.44,3.468487607634452,2.3369270001062517,-1.2305845461280192,5.822276412452185,0.611169399988945,4.538195797015585,15.546471671069401,9.793977361918731,26.34044903298813,"Brent Rooker","19627",667670
"Kyle Schwarber","PHI","DH",75.80000305175781,657.264,4.831314829016841,3.144843028358181,-2.0150725954875344,5.435851154341366,2.518192460982949,0.6263064560567831,14.541435333268588,9.793977361918731,25.33541269518732,"Kyle Schwarber","16478",656941
"Will Smith","LAD","C",105.58000183105469,503.203,0.2872354195826455,-0.9901373169666553,-2.6582416666003774,0.20250415688299905,2.38121774055164,1.848947081650788,1.07152541510104,23.193597732216396,25.265123147317432,"Will Smith","19197",669257
"Willson Contreras","STL","C/DH",76.69000244140625,559.264,-0.4305809570415352,-0.06927986664916579,-1.5842047896144213,-0.2654364854089311,2.7876965262577555,-0.6986416497234901,-0.2604472221797882,23.193597732216396,23.933150510036608,"Willson Contreras","11609",575929
"Teoscar Hernández","LAD","OF",60.439998626708984,619.071,3.3864456296322065,2.9287097767607517,-0.2925884317639692,3.114252557062209,-0.757607125155645,2.2224139105798058,10.601626317115358,12.065929641525365,23.667555958640722,"Teoscar Hernandez","13066",606192
"Mike Trout","LAA","OF",121.18000030517578,462.985,0.38171479553989135,-0.6471912592289008,-1.4302252224831553,2.8165743987750034,3.3110380179221393,5.013256490182622,9.4451672207076,12.065929641525365,22.511096862232964,"Mike Trout","10155",545361
"Matt Chapman","SFG","3B",128.6699981689453,624.422,3.0331713510230407,2.5531221637057997,-1.0732556787075849,3.9657346148846733,0.24840858150745768,2.664935961018609,11.392116993431996,10.002312032610261,22.394429026042257,"Matt Chapman","16505",656305
"Wyatt Langford","TEX","OF/DH",43.400001525878906,592.806,0.16326009337270317,2.6381954458175385,1.8638166120795165,1.1593827419043545,1.342154211617641,2.0900424492318925,9.256851554023646,12.065929641525365,22.322781195549013,"Wyatt Langford","33333",694671
"Jazz Chisholm Jr.","NYY","3B/OF",22.760000228881836,600.489,0.1989424985827478,3.0540459816505394,6.845042385364362,2.0774319583447207,-1.5913162127874996,0.49139601779024444,11.075542628945117,10.002312032610261,22.07785466155538,"Jazz Chisholm Jr.","20454",665862
"Marcell Ozuna","ATL","DH",73.7300033569336,626.051,3.9470533547306736,2.190974098510832,-2.8624172906820213,3.7004516483816867,1.0312464008654025,2.3274369354808067,10.334745147287382,9.793977361918731,21.128722509206114,"Marcell Ozuna","10324",542303
"Salvador Perez","KCR","C/1B/DH",73.55999755859375,584.926,3.146937047943031,-1.5975938908576106,-3.104781157861093,1.476624721030324,-3.094668644927529,0.07795231974064055,-3.0955296049322376,23.193597732216396,21.098068127284158,"Salvador Perez","7304",521692
"Jackson Merrill","SDP","OF",25.690000534057617,631.295,2.2983403912195532,2.3273259963776454,1.1528895163313526,0.9170097219215215,-0.8685675467595261,2.1896920769099415,8.016690156000488,12.065929641525365,21.082619797525854,"Jackson Merrill","29490",701538
"Anthony Santander","TOR","OF/DH",103.11000061035156,634.604,4.388663057820846,1.4079420517105883,-2.648529993102122,5.0143470505480865,-2.0925973346848012,1.7975463547498087,7.867371187042408,12.065929641525365,20.933300828567774,"Anthony Santander","14551",623993
"Manny Machado","SDP","3B/DH",38.09000015258789,634.31,3.8001202861724965,1.9372277578260486,-1.070194496083705,3.8088839686062683,-0.7745348457513727,2.1016161373467224,9.803118808116455,10.002312032610261,20.805430840726718,"Manny Machado","11493",592518
"Cal Raleigh","SEA","C",87.55000305175781,572.392,2.2645325360901647,-1.6913859306677599,-2.420968356794213,2.7599250216096785,-3.473176887906388,-0.8567101386030986,-3.4177837562716156,23.193597732216396,20.77581397594478,"Cal Raleigh","21534",663728
"Jackson Chourio","MIL","OF",16.889999389648438,630.097,2.072139796029483,1.9540987784034805,3.867620918312814,-0.3328566568446972,-0.6123098033063114,0.607459060232941,7.55615209282771,12.065929641525365,20.622081734353074,"Jackson Chourio","28806",694192
"Trea Turner","PHI","SS",25,636.269,1.4102506723589743,2.7929413995139107,3.4839108929314264,-0.6051671304550911,-0.04003198324630515,0.48419147456431755,7.526095325667233,12.044211123935762,20.570306449602995,"Trea Turner","16252",607208
"Adley Rutschman","BAL","C/DH",65,613.301,0.1715248219925767,0.08722593570743961,-2.6949900477468103,-1.3883583166704914,1.9316386764144573,-1.857498575356906,-3.750457505659734,23.193597732216396,20.44314022655666,"Adley Rutschman","26288",668939
"Shea Langeliers","OAK","C",124.91000366210938,501.867,-0.3513852466363449,-1.9813422796918758,-1.9571136458983238,2.398440539781433,-3.6933772528833564,1.228407733966643,-4.356370151361825,23.193597732216396,19.837227580854567,"Shea Langeliers","25816",669127
"Michael Harris II","ATL","OF",38.560001373291016,594.477,0.31833331138198534,2.5517910556602406,2.6506140623687275,-0.459180539037959,0.32575279407472224,1.0988121425623558,6.486122827010074,12.065929641525365,19.55205246853544,"Michael Harris II","25931",671739
"Randy Arozarena","SEA","OF",137.1999969482422,619.972,-0.21473948614393992,2.1575416173665647,4.364389829117067,0.497215663617026,0.8058230748893146,-1.7462014519093747,5.864029246936657,12.065929641525365,18.92995888846202,"Randy Arozarena","19290",668227
"Taylor Ward","LAA","OF",182.97999572753906,639.318,1.8657634106837844,1.7619982182286,-1.2996544048188603,1.5053932013900473,1.4160880330776922,0.5097677496521841,5.759356208213448,12.065929641525365,18.825285849738812,"Taylor Ward","17548",621493
"Seiya Suzuki","CHC","OF/DH",85.70999908447266,559.251,0.787266890276432,0.5193221808964701,0.5751960292778975,0.16325672358448856,2.2688680250163302,0.9823239361508151,5.296233785202433,12.065929641525365,18.362163426727797,"Seiya Suzuki","30116",673548
"Logan O'Hoppe","LAA","C",135.60000610351562,497.176,-0.9666553797161571,-2.232233703178946,-2.169820566485981,0.3173489466978654,-1.8195658499805385,0.4689190983918693,-6.402007454271889,23.193597732216396,17.791590277944504,"Logan O'Hoppe","24729",681351
"Jorge Soler","LAA","OF/DH",217.9600067138672,546.31,1.6054720923693555,-0.17699901133598725,-2.8996432214530845,3.2533426885814642,0.7213542423913356,2.1799335553824974,4.683460345935582,12.065929641525365,17.749389987460948,"Jorge Soler","14221",624585
"Christian Walker","HOU","1B",96.66999816894531,622.131,2.555668190954556,1.1783042446509495,-1.742711939363021,3.3358670558788996,-1.342450102659328,0.21931510968678897,4.203992559148846,12.16676348494805,17.370756044096893,"Christian Walker","13419",572233
"Willy Adames","SFG","SS",93.29000091552734,642.342,1.8149526974733257,1.7390551780433463,0.04550521560706068,1.8455362833594537,-1.103616139355015,-0.36173930623351963,3.979693928894652,12.044211123935762,17.023905052830415,"Willy Adames","15986",642715
"J.T. Realmuto","PHI","C",141.02000427246094,456.443,-2.2709479794243994,-2.535422968755975,-0.23932639473327763,-1.9424162709187063,-0.668371746629225,0.13742157771419655,-7.519063782747389,23.193597732216396,16.674533949469005,"J.T. Realmuto","11739",592663
"Matt McLain","CIN","2B/SS",96.52999877929688,540.904,-0.17289114489846202,0.315269508712514,1.953388231917433,0.07060634644632668,0.45777217241744633,0.8992105602749039,3.5233556748701624,12.044211123935762,16.567566798805924,"Matt McLain","29695",680574
"Riley Greene","DET","OF/DH",108.58000183105469,609.487,0.6305565554257954,1.4045585607947841,-1.3949441873075017,-0.1483582652377696,2.3651805288536094,0.5643509494230967,3.4213441419520136,12.065929641525365,16.48727378347738,"Riley Greene","25976",682985
"Bryan Reynolds","PIT","OF/DH",97.95999908447266,649.598,1.6734688683208385,1.5944674360946514,-0.6315791359183874,-0.7875486674442629,2.1548148992995917,-0.717067499604145,3.286555900748285,12.065929641525365,16.352485542273648,"Bryan Reynolds","19326",668804
"Ian Happ","CHC","OF",133.85000610351562,645.869,1.4656033954990284,1.7019962013749568,-0.04961280442727421,0.13101830606934073,1.336493138415826,-1.7116190886675633,2.873879148264315,12.065929641525365,15.939808789789678,"Ian Happ","17919",664023
"Brenton Doyle","COL","OF",76.0199966430664,596.372,-0.7274912227876968,1.6811457868613255,4.055487150042601,0.10461349930483285,-2.2739280279672363,-0.1297765924449541,2.7100505930088725,12.065929641525365,15.775980234534236,"Brenton Doyle","25479",686668
"Yandy Díaz","TBR","1B/DH",203.4499969482422,613.805,1.269454227090637,0.7059930584855126,-2.730069657322036,-0.4191170755696718,3.6497500875480107,0.13314648864521358,2.6091571288776665,12.16676348494805,15.775920613825717,"Yandy Diaz","16578",650490
"Yainer Diaz","HOU","C/DH",58.650001525878906,543.333,-0.3751901273322106,-1.7033744159780804,-2.848355405314879,-1.7511002085337428,-1.4925763574649424,-0.2613238060958068,-8.431920320719662,23.193597732216396,15.761677411496732,"Yainer Diaz","23003",673237
"Alex Bregman","BOS","3B",126.18000030517578,632.938,2.2388443114899657,1.3311494998822682,-2.5903629622863034,0.899586070848221,1.762961308025871,0.531992345470659,4.174170573430681,10.002312032610261,15.176482606040944,"Alex Bregman","17678",608324
"Luis Robert Jr.","CHW","OF",85.6500015258789,574.277,-0.3444703699510171,1.0108972865212382,3.995897605824231,0.6663292736191787,-3.128130494057602,-0.28011327937549324,1.9204100225805352,12.065929641525365,14.9863396641059,"Luis Robert Jr.","20043",673357
"Lawrence Butler","OAK","OF",66.94999694824219,591.6,0.31161922700396777,0.924047129948684,0.9979805940480285,1.794855584007353,-2.5827387535566233,0.46509215459588865,1.9108559360472988,12.065929641525365,14.976785577572661,"Lawrence Butler","22542",671732
"Tyler Stephenson","CIN","C",155.50999450683594,469.038,-1.5496331266137253,-3.4019534111140555,-2.958708069212642,-1.7299252305913013,0.5381624631273281,-0.3154345946237357,-9.417491969028132,23.193597732216396,14.776105763188262,"Tyler Stephenson","17988",663886
"Christian Yelich","MIL","OF/DH",121.19999694824219,521.532,-1.7499065983270152,-0.5722235636630382,2.683198386469884,-2.4815147440151626,3.7408015115854854,-0.6802727710169488,0.9400822210332044,12.065929641525365,14.00601186255857,"Christian Yelich","11477",592885
"Andrew Vaughn","CHW","1B/DH",265.6199951171875,600.478,2.2944432616929986,-0.3535271551778821,-2.9560087904854044,1.8922325043653345,-1.402586875841007,1.0184007113082303,0.4929536558622694,12.16676348494805,13.659717140810319,"Andrew Vaughn","26197",683734
"Ezequiel Tovar","COL","SS",128.8000030517578,642.259,1.8388894855243587,1.1176304825743144,0.1731940457807651,0.5128946984652869,-3.4793905557172584,0.4512100413563953,0.6144281979838617,12.044211123935762,13.658639321919624,"Ezequiel Tovar","24064",678662
"James Wood","WSN","OF",56.75,587.204,-0.7697763239425065,0.6253310065247537,1.7405573883001935,-1.743675539944691,1.6109454702841766,-1.1065625468457854,0.3568194543761409,12.065929641525365,13.422749095901505,"James Wood","29518",695578
"CJ Abrams","WSN","SS",50.04999923706055,594.81,-1.2223409328793267,1.0067770427802178,6.181809574390849,-1.4256014512367325,-2.3089275947107133,-1.9674770494037679,0.26423958894052657,12.044211123935762,13.308450712876288,"CJ Abrams","25768",682928
"Dansby Swanson","CHC","SS",175.16000366210938,622.809,1.3065817506584039,0.9466527497223893,1.0510399216519224,-0.11100579066848436,-1.2731276506362437,-1.6766630522632555,0.2434779284647321,12.044211123935762,13.287689052400495,"Dansby Swanson","18314",621020
"Jake Burger","TEX","1B/3B/DH",116.16000366210938,583.042,2.1511215233918466,0.34301072906199176,-2.655871317703024,3.5362792417523887,-3.1888020362345806,1.6390533751200265,1.8247915153886483,10.002312032610261,12.82710354799891,"Jake Burger","22275",669394
"Josh Naylor","ARI","1B",104.58000183105469,596.411,1.949416124056351,-0.09911835607042513,-1.212403267359305,-0.5585802494522542,0.2506899497325154,-0.7686609098527653,-0.43865670894588327,12.16676348494805,12.728106776002164,"Josh Naylor","18839",647304
"Adolis García","TEX","OF/DH",153.52999877929688,607.118,1.0851400797153152,0.9626616456703136,0.20208878803496882,2.5604703647334355,-4.293004958012463,-0.9842354686957346,-0.46687954855416425,12.065929641525365,12.5990500929712,"Adolis Garcia","19287",666969
"Sean Murphy","ATL","C",217.5500030517578,429.904,-2.7563245429590952,-3.674176614931233,-3.1231270704692715,-1.57154302029967,-0.0005530627891393325,-0.6026926453364703,-11.72841695678488,23.193597732216396,12.465180775431515,"Sean Murphy","19352",669221
"Ozzie Albies","ATL","2B",67.94999694824219,624.37,1.1901896317333038,1.7145240950037395,0.15109250183740314,-0.36049395055528155,-1.1608675632083458,-0.10851023593662915,1.42593447887419,9.793977361918731,12.219911840792921,"Ozzie Albies","16556",645277
"Tyler O'Neill","BAL","OF",200.75,477.385,-0.5094307770487311,-1.6497439180425102,-1.232303522067263,1.4452843386872358,-0.47076907221074815,1.0803640254698896,-1.3365989252121273,12.065929641525365,11.729330716313237,"Tyler O'Neill","15711",641933
"Colton Cowser","BAL","OF",168.9499969482422,554.01,-0.39566068321690184,-0.01030404123064493,-0.6436173730778086,0.09462336049730083,0.05598303279495919,-0.5940994091334418,-1.4930751133665372,12.065929641525365,11.572854528158828,"Colton Cowser","29591",681297
"Vinnie Pasquantino","KCR","1B/DH",114.77999877929688,596.279,1.4024945198751348,-0.3755275851308742,-2.8877597191561195,-0.7113531567936078,0.6723249214463061,-0.07891982065115784,-1.9787408404103182,12.16676348494805,11.188022644537732,"Vinnie Pasquantino","27676",686469
"Spencer Steer","CIN","1B/OF",136.16000366210938,568.041,-0.45719693003974476,-0.2620552676471432,0.3714487302150772,-0.9737530846869207,0.19897557308700356,-1.1132104696005225,-2.2357914486722503,12.065929641525365,10.830138192853115,"Spencer Steer","26323",668715
"Gabriel Moreno","ARI","C",186.02000427246094,450.777,-3.441723221413623,-3.4911910492683247,-1.859004850981017,-4.967419609030286,1.8409807909803386,-1.5507669399912485,-13.46912487970416,23.193597732216396,10.724472852512235,"Gabriel Moreno","22664",672515
"Triston Casas","BOS","1B",128.1300048828125,574.751,1.1712550637176724,-0.7904649189326196,-3.097471236328892,0.8648891112058049,0.5165849668484135,-1.1438032969022325,-2.4790103103918537,12.16676348494805,10.687753174556198,"Triston Casas","22514",671213
"Marcus Semien","TEX","2B",99.63999938964844,655.788,0.40899470222577644,2.1805837167552085,0.40037725737374713,-0.343584840672776,-1.1714569080279709,-1.613955221333915,-0.13904129367992962,9.793977361918731,10.6549360682388,"Marcus Semien","12533",543760
"Paul Goldschmidt","NYY","1B",177.8699951171875,607.259,0.6953802266668643,0.08437488800985897,-1.1730779088398033,0.7249355152507461,-1.7097574717918027,-1.2874762999243134,-2.6656210506284506,12.16676348494805,10.501142434319599,"Paul Goldschmidt","9218",502671
"Heliot Ramos","SFG","OF",208.36000061035156,565.501,-0.13012531471593133,-0.13863833482304547,-0.8628632943551032,0.07416552433953,-1.5576410303271622,-0.160718094928107,-2.7758205448098194,12.065929641525365,10.290109096715545,"Heliot Ramos","22515",671218
"Austin Wells","NYY","C",195.14999389648438,468.111,-2.7975573165471253,-3.786542255377086,-2.081285062098236,-1.681673326453876,-1.8279542237427926,-1.8282075151150214,-14.003219699334137,23.193597732216396,10.190378032882256,"Austin Wells","27562",669224
"Jordan Westburg","BAL","2B/3B",88.6500015258789,570.645,0.03861203965140741,0.2979604607200904,-0.4991806900620851,-0.4546051422929353,-1.0096338154511686,0.4988358575389757,-1.1280112898957158,9.793977361918731,9.665966072023016,"Jordan Westburg","27815",676059
"Max Muncy","LAD","3B",260.9100036621094,521.012,0.3716414705169456,-0.7964672875380581,-2.7354480114036392,1.3002086459719333,0.7069220457800149,-0.36957787180404783,-1.5227210084768512,10.002312032610261,9.47959102413341,"Max Muncy","13301",571970
"George Springer","TOR","OF/DH",241.75,591.996,-0.8879858330943565,0.46313703897346387,0.7406123271294671,-1.308857682839588,-0.5097711266388769,-2.5833251614275095,-4.0861904378974,12.065929641525365,8.979739203627965,"George Springer","12856",543807
"Christopher Morel","TBR","2B/3B/DH",269.69000244140625,518.152,-0.17422487482293178,-0.9427792787457677,-0.0764663978932438,1.4070531242405457,-2.3331673657160947,0.2870756395654664,-1.8325091533720257,9.793977361918731,8.961468208546705,"Christopher Morel","21897",666624
"Cedric Mullins","BAL","OF",211.3300018310547,520.99,-2.925736823293707,-0.19875643668066215,4.8729866998353435,-0.9238715321217735,-3.141971392387609,-1.9374743872439344,-4.2548238718923415,12.065929641525365,8.811105769633023,"Cedric Mullins","17929",656775
"Jonathan India","KCR","2B",246.36000061035156,590.26,-1.5143259245472678,0.8662909709719077,0.44565902969027016,-2.666288897541532,3.189645327013353,-2.327050566798801,-2.0060700612120703,9.793977361918731,8.78790730070666,"Jonathan India","21523",663697
"Francisco Alvarez","NYM","C",152.97999572753906,465.3,-2.520124637428701,-4.051989964462363,-2.834505689147786,-1.1827066543276088,-2.7426757060961586,-2.1703118453485057,-15.502314496811124,23.193597732216396,8.691283235405269,"Francisco Alvarez","26121",682626
"Ryan Jeffers","MIN","C/DH",236.11000061035156,411.354,-3.8011011464738367,-4.807084220306402,-2.5662184451698664,-1.8545712261202048,-1.6379426193187183,-0.96505418127589,-15.631971838664917,23.193597732216396,8.561625893551476,"Ryan Jeffers","24618",680777
"Junior Caminero","TBR","3B",75.25,558.753,1.0996264385872485,-1.180126677869277,-1.8000841127314609,0.7655255794689877,-1.9186692407262986,0.5469993831592799,-2.4867286301115206,10.002312032610261,8.515583402498741,"Junior Caminero","28163",691406
"JJ Bleday","OAK","OF",273.5799865722656,597.153,-0.39907708371573586,-0.22445920436037128,-1.8914713333353945,0.4809039038982092,-1.241917944427201,-1.2802437983486685,-4.556265460289162,12.065929641525365,8.509664181236204,"JJ Bleday","26368",668709
"Nick Castellanos","PHI","OF",177.08999633789062,623.571,1.5795889380109642,-0.07743986852845197,-1.3581614806981313,-0.357330326202502,-2.881317457827711,-1.5990170645279107,-4.693677259773742,12.065929641525365,8.372252381751622,"Nick Castellanos","11737",592206
"Byron Buxton","MIN","OF",239.14999389648438,433.222,-1.9653677363505446,-2.639735405526198,-0.9718494771143702,0.09625300892502232,-1.3689851257439525,2.096332557914942,-4.753352177895101,12.065929641525365,8.312577463630262,"Byron Buxton","14161",621439
"Jose Altuve","HOU","2B",60.97999954223633,624.899,-0.6831850078242676,1.4689439473984542,1.1056203807945058,-1.7099457569468481,-0.1583352296166069,-2.510899116678541,-2.487800782873303,9.793977361918731,8.306176579045427,"Jose Altuve","5417",514888
"Carlos Correa","MIN","SS",241.83999633789062,516.303,-1.1663653138954266,-1.6491921273236243,-3.061491157694927,-1.24177357111906,2.0206824649539517,0.2854147007226202,-4.812725004356467,12.044211123935762,8.231486119579294,"Carlos Correa","14162",621043
"Cody Bellinger","NYY","1B/OF/DH",102.19999694824219,574.519,-0.5841357748291133,-0.7811115632124894,0.6477392464271068,-0.6924067853837977,-2.1108004894192334,-1.377700083369051,-4.898415449786577,12.065929641525365,8.167514191738785,"Cody Bellinger","15998",641355
"Eugenio Suárez","ARI","3B",181.55999755859375,603.666,2.6514138775214087,-0.4593657228003385,-2.8163426204425797,1.0171764202983455,-1.9784899911258689,-1.5136289398217668,-3.0992369763707996,10.002312032610261,7.903075056239462,"Eugenio Suarez","12552",553993
"Daulton Varsho","TOR","OF",338.20001220703125,551.304,-1.076320223527723,-0.3364595639937226,1.204775561772942,0.40538855238413635,-3.734793247875653,-1.8872234929541092,-5.42463241419413,12.065929641525365,7.641297227331236,"Daulton Varsho","19918",662139
"Brandon Nimmo","NYM","OF",187.85000610351562,599.807,-1.8139879242859482,0.4240132970344052,-1.573285373351305,-1.9891478666314544,2.257386264299881,-2.7826224050832256,-5.477644008017648,12.065929641525365,7.588285633507718,"Brandon Nimmo","12927",607043
"Xander Bogaerts","SDP","2B/SS",152.47000122070312,604.777,-0.389921247629843,0.7513946774394394,0.33646000203286563,-2.0306190826389328,0.005794768776460102,-1.9284892345567193,-3.2553801165767293,9.793977361918731,7.538597245342001,"Xander Bogaerts","12161",593428
"Jesús Sánchez","MIA","OF",234.44000244140625,535.428,-0.8350631365639408,-1.663989095830069,-0.6594668177402606,-0.8038194246619383,-0.8734416020936205,-0.8197637667494252,-5.655543843639255,12.065929641525365,7.41038579788611,"Jesus Sanchez","19913",660821
"Matt Wallner","MIN","OF",274.1300048828125,507.238,-0.8812776112654576,-1.6948607417866894,-2.1884838207018107,0.6843703741214336,-1.160202693310454,-0.4267374885372626,-5.66719198148024,12.065929641525365,7.398737660045125,"Matt Wallner","26466",670242
"Kerry Carpenter","DET","OF/DH",209.1999969482422,483.405,-1.116265434765592,-2.3376992509886354,-1.9598787376194615,-0.4326591565349116,-0.8210309599033426,0.9800525997948213,-5.687480940017122,12.065929641525365,7.378448701508242,"Kerry Carpenter","25961",681481
"Rhys Hoskins","MIL","1B/DH",281.3800048828125,534.528,1.3289253909864713,-2.4648835291416753,-2.2847016069463315,0.9098793065759557,-1.7298820696382409,-1.5709547939141617,-5.811617302077982,12.16676348494805,7.355146182870067,"Rhys Hoskins","16472",656555
"Lourdes Gurriel Jr.","ARI","OF",221.72999572753906,560.164,0.45708665828250844,-0.9839770727558133,-1.5236341317703506,-2.193926014905901,-0.898116215760529,-0.8520847379113285,-5.994651514821414,12.065929641525365,7.071278126703951,"Lourdes Gurriel Jr.","19238",666971
